"키워드(2026.06.01.~2026.06.30.),2439317",,,,,,,,,
일별,시간대별,캠페인,키워드,PC/모바일 매체,노출수,클릭수,클릭률(%),평균 CPC,총비용
2026.06.01.,19시~20시,개인회생_에이스,부산개인회생전문,PC,6,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,부산개인회생전문,PC,4,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,부산개인회생전문,PC,3,0,0,0,0
2026.06.04.,19시~20시,개인회생_에이스,부산개인회생전문,PC,1,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,부산개인회생전문,PC,2,0,0,0,0
2026.06.08.,19시~20시,개인회생_에이스,부산개인회생전문,PC,2,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,부산개인회생전문,PC,3,0,0,0,0
2026.06.11.,19시~20시,개인회생_에이스,부산개인회생전문,PC,7,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,부산개인회생전문,PC,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,부산개인회생전문,PC,3,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,부산개인회생전문,PC,6,0,0,0,0
2026.06.17.,19시~20시,개인회생_에이스,부산개인회생전문,PC,1,0,0,0,0
2026.06.22.,19시~20시,개인회생_에이스,부산개인회생전문,PC,1,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,부산개인회생전문,PC,2,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,부산개인회생전문,PC,1,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,부산개인회생전문,PC,2,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,부산개인회생전문,모바일,1,0,0,0,0
2026.06.04.,19시~20시,개인회생_에이스,부산개인회생전문,모바일,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,부산개인회생전문,모바일,1,0,0,0,0
2026.06.18.,19시~20시,개인회생_에이스,부산개인회생전문,모바일,1,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,부산개인회생전문,모바일,4,0,0,0,0
2026.06.22.,19시~20시,개인회생_에이스,사업자개인회생,PC,1,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,사업자개인회생,PC,5,0,0,0,0
2026.06.23.,19시~20시,개인회생_에이스,사업자개인회생,모바일,3,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,사업자개인회생,모바일,1,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,사업자파산,모바일,1,0,0,0,0
2026.06.22.,19시~20시,개인회생_에이스,사업자파산,모바일,1,0,0,0,0
2026.06.23.,19시~20시,개인회생_에이스,사업자회생,PC,1,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,사업자회생,PC,1,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,사업자회생,모바일,1,0,0,0,0
2026.06.01.,19시~20시,개인회생_에이스,수원개인회생,PC,6,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,수원개인회생,PC,6,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,수원개인회생,PC,1,0,0,0,0
2026.06.04.,19시~20시,개인회생_에이스,수원개인회생,PC,3,0,0,0,0
2026.06.08.,19시~20시,개인회생_에이스,수원개인회생,PC,1,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,수원개인회생,PC,6,0,0,0,0
2026.06.10.,19시~20시,개인회생_에이스,수원개인회생,PC,2,0,0,0,0
2026.06.11.,19시~20시,개인회생_에이스,수원개인회생,PC,1,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,수원개인회생,PC,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,수원개인회생,PC,16,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,수원개인회생,PC,5,0,0,0,0
2026.06.17.,19시~20시,개인회생_에이스,수원개인회생,PC,7,0,0,0,0
2026.06.18.,19시~20시,개인회생_에이스,수원개인회생,PC,1,0,0,0,0
2026.06.19.,19시~20시,개인회생_에이스,수원개인회생,PC,6,0,0,0,0
2026.06.22.,19시~20시,개인회생_에이스,수원개인회생,PC,1,0,0,0,0
2026.06.23.,19시~20시,개인회생_에이스,수원개인회생,PC,13,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,수원개인회생,PC,5,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,수원개인회생,PC,1,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,수원개인회생,PC,3,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,수원개인회생,PC,1,0,0,0,0
2026.06.01.,19시~20시,개인회생_에이스,수원개인회생,모바일,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,수원개인회생,모바일,1,0,0,0,0
2026.06.18.,19시~20시,개인회생_에이스,수원개인회생,모바일,5,0,0,0,0
2026.06.19.,19시~20시,개인회생_에이스,수원개인회생,모바일,6,0,0,0,0
2026.06.23.,19시~20시,개인회생_에이스,수원개인회생,모바일,1,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,수원개인회생,모바일,4,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,수원개인회생,모바일,2,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,수원개인회생,모바일,3,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,수원개인회생,모바일,1,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,시흥개인회생,PC,1,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,시흥개인회생,PC,1,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,시흥개인회생,PC,1,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,시흥개인회생,PC,1,0,0,0,0
2026.06.04.,19시~20시,개인회생_에이스,신용회복,PC,2,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,신용회복,PC,1,0,0,0,0
2026.06.11.,19시~20시,개인회생_에이스,신용회복,PC,1,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,신용회복,PC,1,0,0,0,0
2026.06.19.,19시~20시,개인회생_에이스,신용회복,PC,1,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,신용회복,PC,1,0,0,0,0
2026.06.01.,19시~20시,개인회생_에이스,신용회복,모바일,1,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,신용회복,모바일,1,0,0,0,0
2026.06.01.,19시~20시,개인회생_에이스,안산개인회생,PC,2,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,안산개인회생,PC,5,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,안산개인회생,PC,2,0,0,0,0
2026.06.04.,19시~20시,개인회생_에이스,안산개인회생,PC,3,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,안산개인회생,PC,1,0,0,0,0
2026.06.08.,19시~20시,개인회생_에이스,안산개인회생,PC,8,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,안산개인회생,PC,2,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,안산개인회생,PC,4,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,안산개인회생,PC,1,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,안산개인회생,PC,6,0,0,0,0
2026.06.17.,19시~20시,개인회생_에이스,안산개인회생,PC,3,0,0,0,0
2026.06.19.,19시~20시,개인회생_에이스,안산개인회생,PC,2,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,안산개인회생,PC,1,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,안산개인회생,PC,3,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,안산개인회생,PC,1,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,안산개인회생,PC,2,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,안산개인회생,PC,1,0,0,0,0
2026.06.01.,19시~20시,개인회생_에이스,안산개인회생,모바일,6,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,안산개인회생,모바일,1,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,안산개인회생,모바일,1,0,0,0,0
2026.06.04.,19시~20시,개인회생_에이스,안산개인회생,모바일,6,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,안산개인회생,모바일,8,0,0,0,0
2026.06.08.,19시~20시,개인회생_에이스,안산개인회생,모바일,2,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,안산개인회생,모바일,1,0,0,0,0
2026.06.11.,19시~20시,개인회생_에이스,안산개인회생,모바일,6,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,안산개인회생,모바일,2,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,안산개인회생,모바일,5,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,안산개인회생,모바일,4,0,0,0,0
2026.06.17.,19시~20시,개인회생_에이스,안산개인회생,모바일,4,0,0,0,0
2026.06.18.,19시~20시,개인회생_에이스,안산개인회생,모바일,5,0,0,0,0
2026.06.19.,19시~20시,개인회생_에이스,안산개인회생,모바일,7,0,0,0,0
2026.06.22.,19시~20시,개인회생_에이스,안산개인회생,모바일,2,0,0,0,0
2026.06.23.,19시~20시,개인회생_에이스,안산개인회생,모바일,1,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,안산개인회생,모바일,2,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,안산개인회생,모바일,2,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,안산개인회생,모바일,6,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,안산개인회생,모바일,1,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,안성개인회생,PC,2,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,안성개인회생,모바일,1,0,0,0,0
2026.06.04.,19시~20시,개인회생_에이스,안양개인회생,PC,18,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,안양개인회생,PC,1,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,안양개인회생,PC,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,안양개인회생,PC,1,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,안양개인회생,PC,1,0,0,0,0
2026.06.23.,19시~20시,개인회생_에이스,안양개인회생,PC,1,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,안양개인회생,PC,2,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,안양개인회생,PC,1,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,안양개인회생,모바일,1,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,에이스법률사무소,모바일,1,0,0,0,0
2026.06.08.,19시~20시,개인회생_에이스,에이스법률사무소,모바일,1,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,에이스법률사무소,모바일,1,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,영덕개인회생,PC,1,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,영덕개인회생,PC,1,0,0,0,0
2026.06.01.,19시~20시,개인회생_에이스,영주개인회생,PC,1,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,영주개인회생,PC,1,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,영천개인회생,PC,1,0,0,0,0
2026.06.17.,19시~20시,개인회생_에이스,영천개인회생,PC,1,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,워크아웃,PC,3,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,워크아웃,PC,1,0,0,0,0
2026.06.08.,19시~20시,개인회생_에이스,워크아웃,PC,1,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,워크아웃,PC,3,0,0,0,0
2026.06.10.,19시~20시,개인회생_에이스,워크아웃,PC,1,0,0,0,0
2026.06.11.,19시~20시,개인회생_에이스,워크아웃,PC,2,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,워크아웃,PC,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,워크아웃,PC,19,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,워크아웃,PC,11,0,0,0,0
2026.06.17.,19시~20시,개인회생_에이스,워크아웃,PC,4,0,0,0,0
2026.06.18.,19시~20시,개인회생_에이스,워크아웃,PC,2,0,0,0,0
2026.06.19.,19시~20시,개인회생_에이스,워크아웃,PC,30,0,0,0,0
2026.06.22.,19시~20시,개인회생_에이스,워크아웃,PC,1,0,0,0,0
2026.06.23.,19시~20시,개인회생_에이스,워크아웃,PC,3,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,워크아웃,PC,4,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,워크아웃,PC,3,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,워크아웃,PC,5,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,워크아웃,PC,4,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,워크아웃,PC,1,0,0,0,0
2026.06.01.,19시~20시,개인회생_에이스,워크아웃,모바일,6,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,워크아웃,모바일,11,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,워크아웃,모바일,8,0,0,0,0
2026.06.04.,19시~20시,개인회생_에이스,워크아웃,모바일,8,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,워크아웃,모바일,7,0,0,0,0
2026.06.08.,19시~20시,개인회생_에이스,워크아웃,모바일,21,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,워크아웃,모바일,4,0,0,0,0
2026.06.10.,19시~20시,개인회생_에이스,워크아웃,모바일,8,0,0,0,0
2026.06.11.,19시~20시,개인회생_에이스,워크아웃,모바일,9,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,워크아웃,모바일,11,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,워크아웃,모바일,80,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,워크아웃,모바일,45,0,0,0,0
2026.06.17.,19시~20시,개인회생_에이스,워크아웃,모바일,39,0,0,0,0
2026.06.18.,19시~20시,개인회생_에이스,워크아웃,모바일,26,0,0,0,0
2026.06.19.,19시~20시,개인회생_에이스,워크아웃,모바일,323,2,0.62,10084,20168
2026.06.22.,19시~20시,개인회생_에이스,워크아웃,모바일,25,0,0,0,0
2026.06.23.,19시~20시,개인회생_에이스,워크아웃,모바일,15,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,워크아웃,모바일,14,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,워크아웃,모바일,5,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,워크아웃,모바일,13,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,워크아웃,모바일,11,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,워크아웃,모바일,19,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,의성개인회생,PC,1,0,0,0,0
2026.06.01.,19시~20시,개인회생_에이스,인천개인회생,PC,4,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,인천개인회생,PC,5,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,인천개인회생,PC,29,0,0,0,0
2026.06.04.,19시~20시,개인회생_에이스,인천개인회생,PC,10,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,인천개인회생,PC,9,0,0,0,0
2026.06.08.,19시~20시,개인회생_에이스,인천개인회생,PC,4,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,인천개인회생,PC,3,0,0,0,0
2026.06.10.,19시~20시,개인회생_에이스,인천개인회생,PC,7,0,0,0,0
2026.06.11.,19시~20시,개인회생_에이스,인천개인회생,PC,6,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,인천개인회생,PC,4,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,인천개인회생,PC,6,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,인천개인회생,PC,8,0,0,0,0
2026.06.17.,19시~20시,개인회생_에이스,인천개인회생,PC,4,0,0,0,0
2026.06.18.,19시~20시,개인회생_에이스,인천개인회생,PC,2,0,0,0,0
2026.06.19.,19시~20시,개인회생_에이스,인천개인회생,PC,1,0,0,0,0
2026.06.22.,19시~20시,개인회생_에이스,인천개인회생,PC,3,0,0,0,0
2026.06.23.,19시~20시,개인회생_에이스,인천개인회생,PC,13,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,인천개인회생,PC,3,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,인천개인회생,PC,8,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,인천개인회생,PC,1,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,인천개인회생,PC,2,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,인천개인회생,모바일,2,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,인천개인회생,모바일,1,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,인천개인회생,모바일,2,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,인천개인회생,모바일,2,0,0,0,0
2026.06.10.,19시~20시,개인회생_에이스,인천개인회생,모바일,1,0,0,0,0
2026.06.11.,19시~20시,개인회생_에이스,인천개인회생,모바일,1,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,인천개인회생,모바일,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,인천개인회생,모바일,2,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,인천개인회생,모바일,1,0,0,0,0
2026.06.17.,19시~20시,개인회생_에이스,인천개인회생,모바일,1,0,0,0,0
2026.06.22.,19시~20시,개인회생_에이스,인천개인회생,모바일,3,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,인천개인회생,모바일,7,0,0,0,0
2026.06.25.,19시~20시,개인회생_에이스,인천개인회생,모바일,3,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,인천개인회생,모바일,5,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,자영업개인회생,모바일,1,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,자영업자개인회생,PC,2,0,0,0,0
2026.06.09.,19시~20시,개인회생_에이스,자영업자개인회생,PC,1,0,0,0,0
2026.06.18.,19시~20시,개인회생_에이스,자영업자개인회생,PC,1,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,자영업자개인회생,PC,1,0,0,0,0
2026.06.11.,19시~20시,개인회생_에이스,자영업자개인회생,모바일,1,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,자영업자개인회생,모바일,1,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,자영업자개인회생,모바일,1,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,자영업자개인회생,모바일,1,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,자영업자개인회생신청,PC,1,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,자영업자회생,PC,1,0,0,0,0
2026.06.12.,19시~20시,개인회생_에이스,자영업자회생,모바일,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,자영업자회생,모바일,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,자영업자회생신청,모바일,1,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,자영업파산,PC,1,0,0,0,0
2026.06.24.,19시~20시,개인회생_에이스,진주시개인회생,PC,1,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,진주파산,모바일,1,0,0,0,0
2026.06.19.,19시~20시,개인회생_에이스,창원개인회생상담,PC,1,0,0,0,0
2026.06.30.,19시~20시,개인회생_에이스,창원개인회생상담,모바일,1,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,파산선고,PC,1,0,0,0,0
2026.06.01.,19시~20시,개인회생_에이스,회생,PC,3,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,회생,PC,1,0,0,0,0
2026.06.04.,19시~20시,개인회생_에이스,회생,PC,2,0,0,0,0
2026.06.05.,19시~20시,개인회생_에이스,회생,PC,1,0,0,0,0
2026.06.11.,19시~20시,개인회생_에이스,회생,PC,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,회생,PC,4,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,회생,PC,1,0,0,0,0
2026.06.22.,19시~20시,개인회생_에이스,회생,PC,2,1,50,20878,20878
2026.06.23.,19시~20시,개인회생_에이스,회생,PC,1,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,회생,PC,1,0,0,0,0
2026.06.03.,19시~20시,개인회생_에이스,회생,모바일,2,0,0,0,0
2026.06.29.,19시~20시,개인회생_에이스,회생,모바일,1,0,0,0,0
2026.06.15.,19시~20시,개인회생_에이스,회생신청,PC,12,0,0,0,0
2026.06.16.,19시~20시,개인회생_에이스,회생신청,PC,1,0,0,0,0
2026.06.22.,19시~20시,개인회생_에이스,회생신청,PC,1,0,0,0,0
2026.06.23.,19시~20시,개인회생_에이스,회생신청,PC,1,0,0,0,0
2026.06.26.,19시~20시,개인회생_에이스,회생신청,PC,1,0,0,0,0
2026.06.02.,19시~20시,개인회생_에이스,회생신청,모바일,1,0,0,0,0
2026.06.17.,19시~20시,개인회생_에이스,회생신청,모바일,1,0,0,0,0
2026.06.19.,19시~20시,개인회생_에이스,회생신청,모바일,1,0,0,0,0
2026.06.09.,20시~21시,개인회생_에이스,강남개인회생,PC,1,0,0,0,0
2026.06.30.,20시~21시,개인회생_에이스,강남개인회생,모바일,2,0,0,0,0
2026.06.09.,20시~21시,개인회생_에이스,강동개인회생,PC,1,0,0,0,0
2026.06.12.,20시~21시,개인회생_에이스,강동개인회생,PC,10,0,0,0,0
2026.06.22.,20시~21시,개인회생_에이스,강동개인회생,PC,1,0,0,0,0
2026.06.30.,20시~21시,개인회생_에이스,강동구개인회생,PC,1,0,0,0,0
2026.06.05.,20시~21시,개인회생_에이스,강동구개인회생,모바일,1,0,0,0,0
2026.06.11.,20시~21시,개인회생_에이스,강동구개인회생,모바일,3,0,0,0,0
2026.06.12.,20시~21시,개인회생_에이스,강동구개인회생,모바일,4,0,0,0,0
2026.06.18.,20시~21시,개인회생_에이스,강동구개인회생,모바일,1,0,0,0,0
2026.06.15.,20시~21시,개인회생_에이스,강북구개인회생,PC,1,0,0,0,0
2026.06.02.,20시~21시,개인회생_에이스,강서개인회생,PC,1,0,0,0,0
2026.06.09.,20시~21시,개인회생_에이스,강서개인회생,PC,3,0,0,0,0
2026.06.30.,20시~21시,개인회생_에이스,강서개인회생,PC,1,0,0,0,0
2026.06.18.,20시~21시,개인회생_에이스,강서개인회생,모바일,1,0,0,0,0
2026.06.09.,20시~21시,개인회생_에이스,개인사업자개인회생,PC,1,0,0,0,0
2026.06.10.,20시~21시,개인회생_에이스,개인사업자개인회생,PC,1,0,0,0,0
2026.06.18.,20시~21시,개인회생_에이스,개인사업자개인회생,PC,1,0,0,0,0
2026.06.29.,20시~21시,개인회생_에이스,개인사업자개인회생,PC,2,0,0,0,0
2026.06.02.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,1,0,0,0,0
2026.06.03.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,1,0,0,0,0
2026.06.05.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,3,0,0,0,0
2026.06.08.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,1,0,0,0,0
2026.06.09.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,3,0,0,0,0
2026.06.10.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,2,0,0,0,0
2026.06.11.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,3,0,0,0,0
2026.06.15.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,1,0,0,0,0
2026.06.16.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,2,0,0,0,0
2026.06.18.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,1,0,0,0,0
2026.06.25.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,1,0,0,0,0
2026.06.30.,20시~21시,개인회생_에이스,개인사업자개인회생,모바일,1,0,0,0,0
2026.06.22.,20시~21시,개인회생_에이스,개인사업자파산,PC,1,0,0,0,0
2026.06.04.,20시~21시,개인회생_에이스,개인사업자파산,모바일,1,0,0,0,0
2026.06.19.,20시~21시,개인회생_에이스,개인사업자파산,모바일,1,0,0,0,0
2026.06.30.,20시~21시,개인회생_에이스,개인사업자파산신청,모바일,1,0,0,0,0
2026.06.01.,20시~21시,개인회생_에이스,개인사업자회생,PC,1,0,0,0,0
2026.06.03.,20시~21시,개인회생_에이스,개인사업자회생,모바일,1,0,0,0,0
2026.06.04.,20시~21시,개인회생_에이스,개인사업자회생,모바일,1,0,0,0,0
2026.06.05.,20시~21시,개인회생_에이스,개인사업자회생,모바일,1,0,0,0,0
2026.06.09.,20시~21시,개인회생_에이스,개인사업자회생,모바일,1,0,0,0,0
2026.06.26.,20시~21시,개인회생_에이스,개인사업자회생,모바일,1,0,0,0,0
2026.06.01.,20시~21시,개인회생_에이스,개인파산면책,PC,1,0,0,0,0
2026.06.03.,20시~21시,개인회생_에이스,개인파산면책,PC,1,0,0,0,0
2026.06.01.,20시~21시,개인회생_에이스,개인회생,PC,14,0,0,0,0
2026.06.02.,20시~21시,개인회생_에이스,개인회생,PC,8,0,0,0,0
2026.06.03.,20시~21시,개인회생_에이스,개인회생,PC,15,0,0,0,0
2026.06.05.,20시~21시,개인회생_에이스,개인회생,PC,16,0,0,0,0
2026.06.08.,20시~21시,개인회생_에이스,개인회생,PC,9,0,0,0,0
2026.06.09.,20시~21시,개인회생_에이스,개인회생,PC,11,0,0,0,0
2026.06.10.,20시~21시,개인회생_에이스,개인회생,PC,20,0,0,0,0
2026.06.11.,20시~21시,개인회생_에이스,개인회생,PC,5,0,0,0,0
2026.06.12.,20시~21시,개인회생_에이스,개인회생,PC,18,0,0,0,0
2026.06.15.,20시~21시,개인회생_에이스,개인회생,PC,12,0,0,0,0
2026.06.16.,20시~21시,개인회생_에이스,개인회생,PC,11,0,0,0,0
2026.06.17.,20시~21시,개인회생_에이스,개인회생,PC,6,0,0,0,0
2026.06.18.,20시~21시,개인회생_에이스,개인회생,PC,9,0,0,0,0
2026.06.19.,20시~21시,개인회생_에이스,개인회생,PC,7,0,0,0,0
2026.06.23.,20시~21시,개인회생_에이스,개인회생,PC,8,0,0,0,0
2026.06.24.,20시~21시,개인회생_에이스,개인회생,PC,28,0,0,0,0
2026.06.25.,20시~21시,개인회생_에이스,개인회생,PC,12,0,0,0,0
2026.06.26.,20시~21시,개인회생_에이스,개인회생,PC,15,0,0,0,0
2026.06.30.,20시~21시,개인회생_에이스,개인회생,PC,13,0,0,0,0
2026.06.01.,20시~21시,개인회생_에이스,개인회생,모바일,15,0,0,0,0
2026.06.02.,20시~21시,개인회생_에이스,개인회생,모바일,13,0,0,0,0
2026.06.03.,20시~21시,개인회생_에이스,개인회생,모바일,27,0,0,0,0
2026.06.04.,20시~21시,개인회생_에이스,개인회생,모바일,49,1,2.04,19027,19027
2026.06.05.,20시~21시,개인회생_에이스,개인회생,모바일,4,0,0,0,0
2026.06.08.,20시~21시,개인회생_에이스,개인회생,모바일,6,0,0,0,0
2026.06.09.,20시~21시,개인회생_에이스,개인회생,모바일,3,0,0,0,0
2026.06.10.,20시~21시,개인회생_에이스,개인회생,모바일,4,0,0,0,0
2026.06.11.,20시~21시,개인회생_에이스,개인회생,모바일,6,0,0,0,0
2026.06.12.,20시~21시,개인회생_에이스,개인회생,모바일,6,0,0,0,0
2026.06.15.,20시~21시,개인회생_에이스,개인회생,모바일,11,0,0,0,0
2026.06.16.,20시~21시,개인회생_에이스,개인회생,모바일,31,1,3.23,20945,20945
2026.06.17.,20시~21시,개인회생_에이스,개인회생,모바일,1,0,0,0,0
2026.06.18.,20시~21시,개인회생_에이스,개인회생,모바일,26,0,0,0,0
